sentence,relation,head,head_offset,tail,tail_offset
中科护联秉承“关心家庭、关爱病人、关注健康”的服务理念，隆重推出【护理驿站】居家护理共享服务平台。~“安全、专业、优质、贴心”是【护理驿站】为用户健康与生命维护提供更加可靠的护理保障。~【护理驿站】致力于为家庭提供预防保健、日常调护、就医协助、慢病管理、护士上门、康复护理、母婴护理，以及老年整体照护等医疗护理服务。~【护理驿站】共享护理平台力求成为您身边真正的健康管家！,开发者,护理驿站,33,中科护联,0
家庭医护是北京天健智慧科技有限公司旗下产品，专注于医院延伸护理服务业务，与医院合作为用户提供经济便捷的各种居家护理服务。家庭医护，正规医院服务，专业护士上门，保险保障，健康到家。把医院专业服务带回家。,版权,家庭医护,0,北京天健智慧科技有限公司,5
《三合一泵站》是由四川隧唐科技股份有限公司为天津生态城项目主导定向开发的软件产品，系统是一个集成的工程项目管理软件，可为用户提供科学、规范的工程管理服务。,交互模式,三合一泵站,1,工程管理服务,70
金鹊健康App是由辽宁金鹊健康咨询有限公司开发的应用，一站式互联网医疗服务手机应用，用户可以随时随地使用手机联系医生、专员，查看附近药店，学习健康小知识，同时支持连接血糖仪设备，测量结果直接上传手机，精准分析，你的健康移动小管家，目前上线积分系统，更可以免费领取血糖仪。~,开发者,金鹊健康,0,辽宁金鹊健康咨询有限公司,9
“右来了”是一家社交驱动型的精品会员电商平台，基于精选的供应链策略，通过社交渠道让更多消费者体验到高品质、高效率、高性价比的品牌商品，满足家庭一站式购物需求，提升生活品质。,交互模式,右来了,1,购物,74
掌上南通，是南通广播电视台倾心打造的“新闻•视听•生活•服务”移动应用平台。~整合南通广电“声、报、网”及同城媒体特色内容资源，细致满足用户需求，力求打造成为新闻信息即时更新、生活消费掌上搜索、人气论坛随身互动、无线应用开拓创新的城市手机第一门户。~掌上南通，让城市更智慧，让生活更精彩。~,应用平台,南通，让,127,移动应用平台,31
少年志APP是在江苏省委宣传部、省文明办指导下，由新华报业传媒集团少年志工作室依托扬子晚报云教育中心，引入阿里系技术力量，共同打造的江苏首个青少年“新闻+学习+实践”融媒移动端。~这里有好看的教育头条、主流的活动赛事、丰富的在线课程、同频共振的学霸圈子、强大的校园联盟。~通过智能记录用户成长数据，形成清晰成长报告，为中小学生打造“健康成长空间”，赋能青少年在线学习成长模式的转型。~,开发者,少年志,0,新华报业传媒集团少年志工作室,25
暖通物联网服务平台悠瑞智联APP为用户解决暖通设备的智能化控制、家庭环境和能耗数据的高度可视化，重要事件和故障信息推送报警，滤网等耗材的使用寿命提醒并推送购买链接，高级故障一键报修。,应用平台,悠瑞智联,9,暖通物联网服务平台,0
小Q+(家)是一款实现对智能门锁、智能开关、智能插座等智能家居产品进行远程管理的专业级APP，兼容阿里IOT物联方案的智家居应用。,交互模式,小Q+(家),0,远程管理,35
云朵e家APP，是佛山市顺德区睿住科技有限公司推出的一款智能家居管理软件。通过云朵e家APP，可以实现手机与智能产品的互动，并实现智能产品之间的互联互通。,所属公司,云朵e家,39,佛山市顺德区睿住科技有限公司,9
看新闻，悦生活。~无线石家庄APP是石家庄广播电视台依托石家庄广电采编团队和平台优势打造的具有石家庄特色和广播电视特点的新闻资讯和生活服务类客户端，以视频新闻和视频直播为核心，内容涵盖新闻资讯、问政、文化、旅游、教育、健康、美食、爆料互动等板块。~在传递权威资讯和生活服务信息的同时，无线石家庄APP还将努力弘扬石家庄历史文化，讲好石家庄故事，让更多的人了解石家庄，爱上石家庄。~,开发者,线石家庄A,10,家庄广播电视台依,19
掌上健康宁夏平台由宁夏回族自治区卫生健康委员会主导建设的全区统一的一站式医疗便民服务平台。~作为全区卫生计生信息统一规范、统一标准、统一资源为入口的信息综合服务惠民应用平台，平台将汇聚全区医疗资源，逐步向公众提供各医疗机构的就医服务，包括电子健康码、在线绑卡、预约/当日挂号、诊疗缴费、检查检验报告查询、住院、接种信息查询、家庭医生查询、健康档案查询等便民服务功能。~,版权,掌上健康宁夏平台,0,宁夏回族自治区卫生健康委员会,9
万途达车服app创建于2018年，专注为车主提供刚需的养车服务，我们以方便车主购买车用产品，二手车信息展示，汽车租赁，正品润滑油保障服务，发布在线货运需求，免费违章查询，洗车保养提前在线付款，汽车修理厂咨询，道路救援服务等。~,发布时间,万途达车服,0,2018年,11
云油平台是云油网络科技公司开发的集“线上以升储油、线下以升加油、新零售商超”为一体的“互联网+人车生活”创新平台。,开发者,云油平台,0,云油网络科技公司,5
圈子你我商城平台-链接一群志同道合的能人，共建百万企业家赋能平台，实现资源整合共创共赢。东莞市圈子你我电子商务有限公司,应用平台,圈子你我商城平台,0,赋能平台,28
抓米平台覆盖了娱乐、体育、游戏、户外等多领域泛娱乐等内容，每天都有成千上万的观众和主播在抓米平台中分享欢笑，获得属于自己独一份的欢乐。,用户数量,抓米平台,0,成千上万,33
小胖熊配送App是上海米居网络科技有限公司旗下小胖熊商城的配送端应用，主要提供公司的配送员接单、送货、配送信息的反馈和收集等功能。测试账号：buwei12密码：123456a,所属公司,小胖熊配送,0,上海米居网络科技有限公司,9
川体在线简介：川体在线是由四川省体育产业集团集合各方优势资源，打造的一家省级体育资讯阅读平台，包含“川体在线”客户端、“川体在线”官方网站、四川体育资讯矩阵。~同时，川体在线联合四川日报全媒体集群和多家高质量媒体，共同打造了四川体育直播中心和四川体育资讯，致力于通过优质内容生产、品牌栏目运营以及体育赛事合作等。~,开发者,川体在线,0,四川省体育产业集团,13
雄迈看看是一款监控软件，配套小雨点、摇头机等前端监控设备，通过设备的序列号以云方式登录，将实时的监控画面显示的Android移动设备上并对设备进行预览操作，方便快捷，安全性能高，是一款很智能的监控软件,交互模式,雄迈看看,0,监控,7
子弹外卖：子弹侠品牌旗下外卖服务平台！主要经营：外卖、超市、蔬菜配送、同城跑腿、各种上门服务等。~子弹外卖，专送超快！只为打造同城更便捷的生活方式！子弹侠：您的生活好帮手！望谟智捷信息科技有限责任公司提供,开发者,子弹外卖,0,子弹侠品牌,5
本淘管家是全城淘信息技术服务有限公司开发的移动化业务协作平台，为旗下全国服务商人员提供移动化日常业务申请、维护服务，包括商户资料的录入、查看以及修改，进件申请，设备服务，软件服务，巡检工单等业务处理。,开发者,本淘管家,0,全城淘信息技术服务有限公司,5
无限金华app是一款生活服务应用，是金华广播电视总台提供的手机应用。~在无限金华app中你可观看广播电视节目、查看新闻资讯信息，以及享受贴心的民生信息服务。~无限金华app，让你的生活变得更有趣、简单。~无限金华是金华广播电视总台重点打造的以新闻资讯、社交娱乐、生活服务为一体的移动应用客户端，旨在为金华市民提供广播电视节目、民生信息服务、便捷的生活体验，成为金华市信息传播的主窗口!,开发者,金华ap,81,播电视总台重点打,110
牙医管家APP是一款牙科诊所管理软件，它与诊所内的牙医管家PC端全面互通，随时随地共享医疗信息服务。~提供预约日程、排班信息与诊所的及时互通；随时调阅顾客处置、病历、影像信息，并能使用手机拍摄顾客牙齿的照片传送到电脑进行归档；医生可通过业务统计随时掌握自己以及诊所的业务情况，工作状态。~,应用平台,牙医管家,0,PC端,29
起重在线，您掌上的起重机管理专家，吊装人专属生态圈平台。~起重在线是一款吊装人掌上服务平台，囊括了智能管家、吊装社区、产品服务、徐工商城等增值服务模块，帮助我们的用户更好的管理自己的设备并获取更加及时专业的吊装资源服务。~我们的目标是要打造我们吊装人专属的生态圈平台。~,应用平台,重在线是,30,装人掌上服务平台，,37
医家医云科技（北京）有限公司旗下产品【医家医医护版】APP是一款具备血压、血糖等健康数据监测，是一款被广泛认同和使用的软件。■功能介绍【智能监测】用户血压、血糖数据实时监测、智能分析和提醒,所属公司,医家医医护版,19,医家医云科技（北京）有限公司,0
云神狮商家是深圳市云神狮科技有限公司研发的云神狮外卖系统下属系列APP之一，于2019年6月正式上线，总部位于深圳。~云神狮商家指导商家上传或更新菜肴，开展促销活动，提供安全、卫生、健康、快捷的美食，满足客户需求。~,发布时间,云神狮商家,0,2019年6月,39
健康渝中是重庆市渝中区卫健委主导的渝中区家签服务管理平台。健康渝中旨在为大众提供全区统一的便捷就医服务。,开发者,健康渝中,0,重庆市渝中区卫健委,5
哈租客公寓——海量导流，高效管理。~产品亮点：【流量导流】公寓租客平台大流量引流，快速出租房。~【房源管理】批量上传房源，实时掌控房源动态。~【合同管理】在线签约，便捷查看租赁合同。~【租客管理】轻松了解租客租住状况，在线及时沟通。~【财务清晰】资金流动一键查询，实时掌握财务收支状况。~【多渠道推广】支持，房天下，贝壳，58租房等多个发房平台。~,应用平台,哈租客公寓,0,寓租客平台大,30
“永康通”是浙江双飞运输有限公司重点打造，杭州小步科技提供技术支持的便民应用客户端，为永康市民提供绿色出行、云公交卡、公交电子票、汽车购票等便民服务；灵活的购票方式和便捷的使用方式，成为永康市民生活出行中不可或缺的一部分。~,开发者,永康通,1,浙江双飞运输有限公司,6
农技耘APP是江苏农业科技服务云平台手机客户端，由江苏省农委主管，省农委科教处主办，省级农业科研、教学、推广单位协办，整合全省农业科技推广基础资源，建设集“农技推广专业知识库、专家问诊、视频诊断、信息采集发布”为一体的江苏农业科技服务大数据平台，为广大农户提供“全天候、顾问式”的线上技术服务。~,应用平台,农技耘,0,江苏农业科技服务大数据平台,109
【依康宝—个人端】为个人全生命周期健康数据管理、诊后咨询、健康服务的移动健康医疗综合管理平台。~依康宝是广东航宇卫星科技公司推出的专业针对医院诊后服务的移动健康医疗服务平台，拥有来自大型公立三甲医院专业医生团队，患者可通过依康宝个人端进行个人健康数据管理、找医生、在线和医生沟通与问诊、查询医院费用清单、预约挂号等，降低患者就医成本和时间，使患者可在线享受便捷、高效的医疗健康服务。~,应用平台,康宝是,49,动健康医疗服务平台，,77
山金期货是山东黄金旗下专业期货公司，是期货衍生品领域的财富管理专家。山金期货手机APP是一款集开户、期货交易、客户银期转账为一体的交易终端，山金期货是您理财的好帮手。,版权,山金期货,0,山东黄金旗,5
“文旅聊城”客户端是由中国文化传媒集团拥有自主知识产权的“中传云”平台提供技术支持。依托于聊城文化、旅游行业，“文旅聊城”向公众提供一站式新闻资讯、政务及文化民生服务。,应用平台,“文旅聊城”,0,“中传云”平台,28
永安交通是一款有桩共享单车，公共自行车平台，致力于解决城市出行问题，用户只需在App上扫一扫车上的二维码，即可解锁骑行!,交互模式,永安交通,0,二维码,49
"东城公交APP是重庆东城公共交通有限公司二分公司倾力打造的公众出行服务生活平台，致力于为您提供安全、经济、舒适、便捷的出行服务.让您的家人的出行变得更加快捷、方便.让市民在乘坐公交时多一份选择,多一份热爱!",版权,东城公交,0,重庆东城公共交通有限公司,8
升仕商城是大冶摩托车旗下升仕品牌专为安卓手机用户推出的满足其线上购物需求的软件；其具有查看商品搜索，浏览详情，购买摩托车或者摩托车配件，然后结算支付，物流查询；可以在线进行产品的正品的验证和关于商品质量的反馈，届时会有专人解决问题，车友在论坛讨论分享，二手车等功能，为车友提供一个友好的平台。~,开发者,升仕商城,0,大冶摩托车,5
“好气网APP”是好气网https://www.greatgas.cn针对天然气行业企业用户推出的移动应用软件。~该软件具备求购、报价；管理采、销协议及订单；管理气站、设备等常用功能。~全新改版的APP使用更快捷，功能更专注。~【产品特色】1、采购、销售、物联融合贯通2、自定义导航，设置专属交易工作台3、多身份用户一键切换个人中心视角,开发者,好气网,1,好气网,9
海通期货是海通证券控股的专业期货公司，是衍生品领域的财富管理专家。~　　海通期货APP致力于为投资者提供全方位的期货行情、掌上交易、基金服务、金融资讯、手机云开户、客户服务、掌上营业厅等移动互联端的综合金融服务。~,所属公司,海通期货,0,海通证券控股的专业期货公司,5
优配是天津天韵电子商务有限公司提供的一家基于移动互联网技术开发的手机APP应用产品，致力于为公路运输物流行业提供高效的车货匹配工具，同时为车找货（配货）、货找车（托运）提供全面的信息及服务。,所属公司,优配,0,天津天韵电子商务有限公司,3
宁证期货掌赢是宁证期货恒生版手机APP，支持在线期货开户，支持在宁证期货的主席极速交易系统与次席CTP进行期货交易，提供国内期货、期权及部分外盘行情，提供实时的期货资讯服务。~支持快速下单、止盈止损功能，支持资金信息、保证金率、持仓信息、成交信息及结算单查询。~,交互模式,宁证期货掌赢,0,单、,93
筑家装修是一款互联网装修平台应用，为用户提供全新的装修模式及体验。~【案例】【图片】模块汇集海量真实案例和设计思路，迅速帮助用户获取到装修灵感；500多名全国优秀独立设计师入驻平台，用户可通过【找设计师】找到满意的设计师，放心购买设计服务；【找工长】连接全国优质施工队资源，没有层层转包，为用户提供一手的装修资源和最优质的装修服务。~,应用平台,筑家装修,0,互联网装修平台,7
"“畅行普洱”是一款专注于停车缴费服务的智能APP，你可以通过APP在线缴纳停车费。~“畅行普洱”整合了各类路边停车及场库停车资源[智能]打开应用推荐周边车场及车位；[方便]车位实时查询,导航带你直达停车场；[服务]支持在线支付，消费记录一目了然；[省钱]不定期发放活动服务，更多活动，敬请体验！小伙伴们一切才刚刚开始，所以请持续关注，持续关注，持续关注我们吧",交互模式,畅行普洱,1,缴费,14
塔罗牌是一种古老的疗愈工具，同时也是直观的解惑工具。由若道星文化出品的神话塔罗APP，助您更好学习塔罗、运用塔罗，随时了解每日运势、灵活运用塔罗牌阵测试爱情关系和一般事务。,版权,塔罗牌,0,若道星文化,27
AmberCam是台湾铵铂实业公司开发的一款专业的行车记录仪管理工具，具备有实时社区，分享，剪辑等功能，支持实时预览，文件管理，wifi远程设置等强大功能用户可以把剪辑下来的视频分享到第三方平台,开发者,AmberCam,0,台湾铵铂实业公司,9
融识斋App是一款分享导购类购物平台，主要用于分享拼多多、京东、淘宝等主流电商平台商品，加入CPS联盟，分享高佣热销商品给用户，便于用户获取商品优惠券，并得到商品的返利，能够从平台得到更多的购物优惠。,应用平台,融识斋App,0,分享导购类购物平台,9
2015年2月始，东广新闻台（FM90.9，AM1296）轻快转型，成为上海首家全媒体新闻广播，同步推出移动端APP“话匣子FM”。~聚焦超大型以上城市的发展，快速报道突发新闻、持续关注社会热点，全面打通互动空间。~用户通过“新闻+”发布所见所闻，多渠道呈现新闻第一现场。~有你，有真相。~“话匣子FM”，让你看见更多。~,发布时间,东广新闻台,9,2015年2月始,0
“剪辑特效大师”是一款简单好用的安卓视频编辑器。~它支持多种视频编辑功能：视频裁剪，视频特效，移除原声，添加背景音乐等。~快来制作你的专属视频，把快乐分享给家人和朋友！####特色：1.视频裁剪：简单拖放即可裁剪你的视频；2.内置21种常用滤镜特效；3.使用手机内置硬件进行编解码，导出视频更快；4.支持ARM，x86等多种CPU手机。~,应用平台,剪辑特效大师”,1,安卓,16
大良智泊是顺德大良路边停车和公共停车场的智能化服务平台，拥有在线自动支付、查询车位空闲状态、实时泊位空闲信息及公共停车场车位信息、停车场导航等智能化服务功能。~让车主享受智能、高效、便捷的停车体验，市民出行更方便。~,应用平台,大良智泊,0,智能化服务平台,20
"“有我看家“是针对消费市场推出的一款音视频服务类产品,可以让您随时随地轻松地查看住所,商铺,办公室等场所的实时视频和录像；精准的报警图片可以及时地推送您的手机上,以便让您采取防护措施；授权管理功能,确保隐私安全的同时也能和家人、朋友分享；全双工对讲和一键呼叫功能,让您能随时关注家里的老人和孩子，无论身在何方，家就在身边。~",交互模式,有我看家,1,实时视频和录像,53
蚂蚁饰家，家庭维修、家庭装修、旧房焕新、专业解决您的家庭居住问题。~APP定位为：互联网生活服务平台；市场定位：针对家装市场及家装后市场综合服务；服务定位：维修、装修；通过为居民提供便捷高品质的居住服务，旨在改变并提升人们的居住环境，最终成为每座城市的标配。~,应用平台,蚂蚁饰家,0,联网生活服务平台；,42
图易视频特效剪辑软件简称易剪辑是一款功能十分强大的剪辑短视频合成剪辑APP为您提供了强大的视频编辑美化效果功能也支持对照片、本地图片生成节拍视频以及视频进行美化操作，加上各种超炫的视频效果和魔法相机光效、照片节拍功能让你的视频拍摄和短视频剪辑更简单、视频效果更炫酷。~加上十分炫酷的闪光相机、魔法摄像功能，让您的短视频效果更加与众不同！,交互模式,图易视频,0,照片,59
共呼吸是专为慢阻肺、哮喘等慢性呼吸疾病患者设计的一款自我管理的APP。用户可以通过共呼吸来记录自己的用药、症状、自我评测信息。,交互模式,共呼吸,0,记录,45
爻信App是深圳市集德才网络科技有限公司开发的一款即时通讯类软件，提供了单聊，群聊功能以及添加好友，删除好友等常用的功能，爻信的使命是爻出新世界,版权,爻信App,0,深圳市集德才网络科技有限公司,6
《壹号拍》艺术品拍卖平台由湖北壹号评级收藏品鉴定有限公司和湖北壹号拍拍卖有限公司共同开发，目前基于微信公众号《壹号评级》开发微信端并上线，APP有“地摊”、“直播”、“专场”、“星铺”等多种交易方式。,交互模式,壹号拍,1,直播,79
友恋星空是单身人群的交友征婚领先互动平台。友恋星空以“快乐分享文明互动”为理念，通过“分享交流、分享信息、分享生活”的产品特征，满足用户日益增长的需求和多元化的体验，致力于服务社会生活中的单身人群。,应用平台,友恋星空,21,交友征婚领先互动平台,10
《券头条》是一款网购优惠券领取软件，在这里我们为您提供了非常非常齐全的优惠券，每一个优惠券都来自我们小编的精挑细选，让您买到称心如意的实惠商品，赶紧下载体验哦。,交互模式,券头条,1,网购优惠券,8
民心乐aap是网上购物的一种平台，提供用户好多优惠,交互模式,民心乐aap,0,网上购物,7
北海365网（www.beihai365.com）是北海的生活社区，每天有50万北海人在365上议论北海的大事小事；聊美食、情感、旅游、败家、宠物；讨论家装、亲子、婚嫁、汽车话题。~安装了北海365网客户端就可以随时随地了解北海每天的热点事件，还可以回帖互动和分享给朋友。~,用户数量,北海365网,0,50万,37
跑购腿成立于2019年10月1日，是一款为同城提供代办事的生活服务平台。~跑购腿平台是专门针对同城跑腿代买代送取和独立的外卖商城已于一体建立的同城跑腿外卖软件。~首先以配送效率，服务态度，物品安全为重点来达到客户的省心放心为经营理念！跑购腿配送端专门为跑购腿骑手们所开发，方便于查看新订单和正在进行的订单信息以及其他骑手申请的配送转单，简单的页面方便于骑手熟悉操作，余额急速提现无需等待！,应用平台,购腿平台是,38,生活服务平台,29
凯京车主是凯京集团打造的整车运输管理云平台司机移动端。司机可以通过凯京车主接收合作物流公司的货源消息，并可在线申请预支运费。,开发者,凯京车主,33,凯京集团,5
淘乐购联盟[低价有好货]提供更低价、超高性价比的商品推荐，每天精选百余款打折商品，9块9封顶包邮，限时抢购，从生活百货，美妆个护，到零食小吃，数不尽的品类，想不到的低价，让您快速成为朋友圈的购物达人![低价有好货]提供更低价、超高性价比的商品推荐，每天精选百余款打折商品，9块9封顶包邮，限时抢购，从生活百货，美妆个护，到零食小吃，数不尽的品类，想不到的低价，让您快速成为朋友圈的购物达人!,交互模式,淘乐购联盟,0,商品推荐,24
黔洲黔出行是贵州同欣泓腾科技有限公司旗下品牌，以安全、创新、便捷致力打造让市民出行更方便、更舒心、更省心的互联网+F2C的共享汽车平台，提供尊贵的服务和车辆，为市民提供绿色、健康的出行服务。,应用平台,黔洲黔出行,0,共享汽车平台,61
爱兰州手机客户端是由兰州广播电视台出品的新闻类综合性本地移动客户端，拥有50万用户，提供兰州广播电视直播、点播、新闻资讯、主播秀、地铁、公交、话费充值、电费缴纳等功能。,开发者,爱兰州手机客户端,0,兰州广播电视台,10
幸福快送，是利辛本土贴近用户生活需求的综合性电商平台，涵盖本地线上、外卖、团购、跑腿代购、上门服务、拼团、砍价团等功能！,应用平台,幸福快送,0,综合性电商平台,19
扬州市智慧城市移动互联平台，提供城市新闻、资讯，为百姓提供智慧城市便民查询服务。,交互模式,扬州市智慧城市,0,新闻、资讯,18
新冻网是一款连接冻品上下游的交易服务平台，品牌供应商在新冻网商城开设品牌直营店，直接面对客户，减少中间环节，降低商品采购成本；平台负责冷链配送，冷链车辆达百余台，班车配送时效更高。~目前服务品类主要有：禽类、畜类、水产类和调熟类四大品类，合作品牌商500余家，达1000多种商品。~目前已经成为中国北方冻品界最大的电商交易服务平台，让传统食材商家，享受互联网交易乐趣。~,应用平台,新冻网,0,交易服务平台,14
俊客APP是俊发集团为提高客户服务品质、实现移动化服务而推出的综合性服务应用，集客户业务自助、活动咨询、物业服务、积分商城、房产介绍等业务于一体，为客户提供便携的生活方式。,开发者,俊客APP,0,俊发集团,6
临商银行直销银行是临商银行旗下的直销银行平台，基于互联网渠道，为用户提供纯线上注册开户、投资理财、消费支付等金融产品及服务，打造互联网金融新体验。,应用平台,临商银行直销银行,0,直销银行平台,16
花城+手机客户端，立足本土，精选发布海量媒体资讯，原创视频频道引领行业先锋，客户端为用户提供包含直播、图文、视频在内的全方位综合性新闻资讯、深度报道、观点评论、互动活动等，同时也为遍布世界各地的广府人提供一个时刻了解广州、关注广州的新闻资讯平台。~花城+打开新视界。~,交互模式,花城+,0,直播,48
Huaweie+是一款针对于华为客户、合作伙伴的手机移动应用，致力于打造您的掌上华为伴侣，为客户、合作伙伴提供推荐、直播功能。~适用人群：华为客户员工、经销商员工、华为员工、合作方员工和游客。~适用系统：Android7.0以上,交互模式,Huaweie+,0,推荐、直播,55
《网乐专车》是由贵州乐拼网约车服务有限公司研发、运维的出行平台，公司核心：共创、共享、共赢。平台创新：开创一家咱老百姓自己的出行平台。平台服务：安全出行，接地气，贴心的服务。,应用平台,《网乐专车》,0,出行平台,27
【E起出行】是【砀山康硕汽车销售有限公司】旗下品牌，与北汽新能源轻享平台合作推出的全新共享汽车出行平台，为客户提供24小时便捷，安心充满乐趣的新能源出行方式。,版权,E起出行,1,砀山康硕汽车销售有限公司,8
51微拍是一个网上拍卖平台，以道德和公平为基础，全品好货，0元起拍，低价捡漏，在这里您每天可以看到数十个拍卖专场，千百种好货等您来拍；51微拍致力于为用户提供一个有趣的拍卖过程，让您在愉快的拍卖体验中获得心仪宝贝；,应用平台,51微拍,67,网上拍卖平台,7
蒲城同城APP隶属蒲城县创时网络科技有限公司，公司历史一年多的时间，特为本地人打造了一款吃、喝、玩、乐、购等综合性便民服务平台。,应用平台,蒲城同城APP,0,综合性便民服务平台,54
本淘管家是全城淘信息技术服务有限公司开发的移动化业务协作平台，为旗下全国服务商人员提供移动化日常业务申请、维护服务，包括商户资料的录入、查看以及修改，进件申请，设备服务，软件服务，巡检工单等业务处理。,版权,本淘管家,0,全城淘信息技术服务有限公司,5
“e养车”是一款为车主提供购车后服务的服务平台，车主可以通过“e养车”享受4S店标准化保养、洗车、上门取送车、汽车美容等服务。,应用平台,“e养车”,0,服务平台,19
淘精品---亿万优惠券导购平台1.优惠券、返利2.自购省钱、分享赚钱3.先领券再购物、不花冤枉钱4.淘宝、天猫、拼多多、京东等全网优惠券搜索5.大学生、宝妈、上班族、微商等兼职、创业的好平台,应用平台,淘精品,0,导购平台,11
看新闻，悦生活。~无线石家庄APP是石家庄广播电视台依托石家庄广电采编团队和平台优势打造的具有石家庄特色和广播电视特点的新闻资讯和生活服务类客户端，以视频新闻和视频直播为核心，内容涵盖新闻资讯、问政、文化、旅游、教育、健康、美食、爆料互动等板块。~在传递权威资讯和生活服务信息的同时，无线石家庄APP还将努力弘扬石家庄历史文化，讲好石家庄故事，让更多的人了解石家庄，爱上石家庄。~,交互模式,线石家庄A,10,闻资讯,61
内测期间收获众多宝妈好评的奶粉研究院正式上架啦！奶粉研究院是橘子口袋团队倾力打造的一款奶粉查询app。基于奶粉大数据，帮助宝妈奶爸破解挑选奶粉的难题！,开发者,奶粉研究院,24,子口袋团队,31
乐兔达APP是一款专为爱购物的人准备的购物领券平台。每天更新超多精美商品，汇聚各大购物商城的大额购物券。先领券再付款，节省一大笔费用。来自人工精选的精美商品，品质安全有保障。,应用平台,乐兔达APP,0,购物领券平台,19
修车佬是一款汽车配件销售，维修技术支持等服务的综合性汽车服务平台，它面向汽车配件市场的找汽配软件，只需要通过简单选择采购商品即可发布需求，上万汽配供货商百秒报价，省心更省时，帮助你快速找到汽车配件。,交互模式,修车佬,0,发布需求,64
热动App为你提供精准的运动数据记录，详细的睡眠及运动分析。~绑定可穿戴设备，激励你爱上运动，享受积极健康的生活方式。~1.精准记录每次运动支持跑步、健走、骑行等多种类型运动。~2.贴心的睡眠管家深入分析影响睡眠质量的各种因素，并给出改善意见。~3.丰富的贴身提醒无声闹钟震动提醒自己，无需打扰别人；来电、短信、微信、QQ、邮件等各种贴心提醒，不错过每个重要的提醒；久坐提醒、喝水提醒时刻关注你的健康。~,交互模式,热动,0,运动数据,12
“薯都情”是西充自己人的一站式综合性服务平台，内容涵盖本地线上商超、外卖、团购、跑腿、上门服务、拼团、砍价、同城信息发布、社区交友等！通过这个手机APP，让老百姓足不出户就能解决所有的生活中的所需。~精准满足县域内，农产品进城、快消品下乡、扶贫助农的实际问题，会员消费可实惠，推广可赚的同城APP。~,应用平台,薯都情,1,一站式综合性服务平台,12
小兵生活是安徽兵尚科技旗下的社区生活品牌，主要为社区网购用户提供更为精致、省心的电商导购服务，线下社区网点超过3000家，能为社区用户提供全方位的售后指导服务，让社区用户买的省心，用的放心。,开发者,小兵生活,0,安徽兵尚科技,5
“爱泗洪”是由泗洪县融媒体中心承办的首个融媒体矩阵主打产品，这里将发布最权威的政务信息、呈现最具价值的新闻资讯、提供最便捷的生活服务，是连接你我、感知泗洪的掌上平台！,应用平台,“爱泗洪”,0,掌上平台,78
云上汉正是一个以“壹心服务，速享生活”为理念的互联网本地生活服务平台。~通过信息技术和各类资源整合降低园区管理的运营成本，提高园区管理企业的创新、服务和管理能力。~在围绕产业园区智慧化建设过程中，着重解决“人”与“物”与“服务”相联接的问题，将“智慧”融入产城社区之中。~实现园区业务线上化、资产可视化、空间智能化、用户社群化、服务平台化。~,应用平台,云上汉正,0,互联网本地生活服务平台,23
西江云——本土新闻，本地服务，尽在西江云“西江云”手机APP客户端作为云安综合信息权威发布平台，及时播报云安本土新闻资讯和民生热点，讲述云安故事，传播云安声音。~核心功能：新闻资讯：提供云安本土新闻、热点资讯互动直播：直播活动现场、新闻事件，边看现场边发弹幕手机电视：随时随地看电视，精彩节目不错过本地服务：提供政务服务、生活服务,交互模式,西江云,0,播：,107
云盟优品是一个集时尚元素与省钱购物为一体的生活购物app，汇集当前最流行的购物平台好货，提供优质的货品筛选及优惠卷；一站式提供吃喝玩乐卷，迎合新时代的购物习惯：自用省钱。,应用平台,云盟优品,0,购物平台,37
存省APP隶属于北京帮投科技有限公司，是一个专注于商品比价、购物返利以及生活优惠的平台。存省凭借大数据、云计算等先进科技手段，通过汇集世界各大一流电商服务平台，让消费者购物的同时省钱省力更省心！,所属公司,存省APP,0,北京帮投科技有限公司,8
1、聚星直播--好玩的PC、手机直播应用；随时随地开启直播，观看演艺。~2、火热的泛娱乐在线演艺手机平台。~每天超过3000名特色主播在线互动，7*24小时全天候全方位，休闲娱乐必备。~3、优质试听体验，高清画质、视频流畅度行业领先，直播间活跃程度胜似现场体验。~4、唱歌、聊天、演艺表演内容形式丰富多彩，多种标签区分主播，满足用户更加多元的观看需求。~,应用平台,聚星直播,2,娱乐在线演艺手机平台。,42
跑购腿成立于2019年10月1日，是一款为同城提供代办事的生活服务平台。~跑购腿平台是专门针对同城跑腿代买代送取和独立的外卖商城已于一体建立的同城跑腿外卖软件。~首先以配送效率，服务态度，物品安全为重点来达到客户的省心放心为经营理念！跑购腿配送端专门为跑购腿骑手们所开发，方便于查看新订单和正在进行的订单信息以及其他骑手申请的配送转单，简单的页面方便于骑手熟悉操作，余额急速提现无需等待！,发布时间,跑购腿,0,2019年10月1日,6
九儿短视频是全国首家专注三农方向直播的短视频平台。旨在帮助广大农民、小商户、企业主输出其核心价值，把好的产品，优质的服务给到我们老百姓。立志打造亲近自然、亲近生活、亲近你我他的短视频平台,应用平台,九儿短视频,0,短视频平台,88
小桥金融APP是一款青岛小桥金融信息服务有限公司精心打造的手机贷款服务应用，公司是一家专注于中小企业综合金融信息服务和信用评估服务的网络运营平台，能够为客户提供专业的贷款理财知识，成为客户的贴身金融管家。~,开发者,小桥金融,0,青岛小桥金融信息服务有限公司,10
醉鲜配送APP是一款本地化的外卖配送以及城市服务为一体的平台！,交互模式,醉鲜配送APP,0,配送,16
